Country,Year,Status,Adult Mortality,infant deaths,Alcohol,BMI,GDP,Population,Schooling,Life expectancy
Country B,2007,Developing,694,163,5.36,29.5,79826.76,9438347,13.0,52.5
Country A,2000,Developing,7,614,1.03,60.3,65398.64,40104759,10.4,67.3
Country D,2005,Developing,246,624,3.6,38.8,32612.26,12159642,14.1,61.4
Country D,2006,Developed,157,251,9.85,49.9,9865.61,74959240,11.0,78.2
Country B,2013,Developing,174,151,0.2,15.7,59140.52,92989192,11.1,60.8
Country D,2010,Developing,487,335,9.07,18.6,34887.53,57863861,10.2,57.2
Country C,2013,Developing,693,909,11.59,10.8,25576.16,42998843,7.3,50.0
Country D,2007,Developed,281,367,2.56,57.1,72160.85,56184396,8.9,75.6
Country B,2011,Developed,309,762,2.72,28.5,32848.6,88132226,2.2,72.4
Country D,2011,Developing,237,865,0.44,77.7,13648.05,84839228,16.7,65.0
Country D,2001,Developing,157,599,7.69,31.6,48191.29,173993,17.8,65.4
Country A,2013,Developing,251,970,9.82,35.5,82855.16,67064082,15.3,62.3
Country C,2000,Developing,221,99,6.86,42.9,84973.4,39394475,11.7,57.2
Country A,2003,Developing,338,119,5.85,32.3,84941.85,636785,11.4,59.8
Country D,2000,Developing,223,384,6.82,67.2,42120.94,28792797,9.4,62.3
Country D,2001,Developing,211,302,11.73,71.3,79103.87,26909619,4.6,55.6
Country A,2002,Developed,337,715,0.51,10.8,85030.57,71991465,7.7,71.8
Country C,2003,Developing,134,148,11.76,55.8,45980.84,19141993,19.8,66.9
Country B,2015,Developing,495,200,10.0,58.0,31908.0,54213584,2.9,52.5
Country A,2015,Developed,547,806,3.63,77.3,70211.36,44078419,10.9,69.8
Country D,2011,Developing,183,2,7.88,35.9,90451.7,38247673,17.3,63.2
Country D,2011,Developed,161,399,0.75,23.7,97216.64,70797671,9.1,79.6
Country B,2005,Developing,605,67,5.7,46.4,29057.97,76940471,12.1,50.6
Country D,2015,Developed,387,153,2.62,41.3,95619.3,48403706,16.6,74.3
Country D,2007,Developing,197,493,0.34,65.4,49953.26,30760918,11.0,58.9
Country B,2008,Developing,484,181,5.36,73.3,30638.17,63056576,14.6,58.3
Country D,2014,Developed,502,524,10.89,16.1,98840.39,77431685,6.9,69.3
Country D,2003,Developed,489,188,13.82,69.3,87786.91,51717591,14.7,72.3
Country C,2000,Developed,352,19,9.94,73.6,69257.04,34752365,0.8,65.9
Country A,2013,Developing,530,850,6.04,74.7,89499.48,32211458,3.1,49.1
Country C,2004,Developing,234,282,14.99,63.5,68164.71,12497398,12.7,63.5
Country C,2015,Developing,578,897,4.25,61.9,44068.36,42495110,9.0,52.8
Country D,2004,Developing,409,9,2.82,11.0,94807.55,56057747,16.6,59.2
Country A,2008,Developing,276,699,6.96,74.4,96326.61,10570429,6.8,56.5
Country A,2005,Developed,459,856,7.58,34.6,31451.8,70706611,15.3,73.2
Country D,2004,Developing,453,530,5.33,12.9,35471.81,21501297,2.8,53.5
Country C,2009,Developed,413,654,10.44,38.9,38302.91,20064124,18.6,75.6
Country C,2009,Developed,18,614,2.77,61.3,82223.49,88670102,8.4,79.7
Country C,2004,Developing,72,302,7.66,40.9,79125.01,9248158,4.6,57.7
Country A,2007,Developing,667,240,7.51,63.1,98312.35,54666054,15.8,56.8
Country D,2010,Developed,378,151,12.36,45.7,46548.11,33576550,19.0,76.9
Country A,2000,Developing,682,783,13.91,31.0,73689.87,83636529,18.4,53.6
Country C,2004,Developed,355,336,9.95,24.2,85679.21,8345121,4.8,71.2
Country A,2000,Developing,151,187,4.59,39.5,22161.98,94702714,13.4,64.0
Country A,2014,Developed,261,463,10.35,12.5,62074.51,56614846,10.9,73.0
Country D,2006,Developing,80,721,3.78,39.6,54793.38,52119463,14.5,65.4
Country D,2013,Developing,106,176,14.5,14.8,74295.56,48868437,9.7,61.7
Country A,2014,Developing,523,899,12.34,71.4,69558.03,63415665,9.4,51.7
Country B,2006,Developed,403,705,6.47,50.3,81288.62,12890648,17.7,74.9
Country D,2012,Developing,130,176,11.77,55.2,31148.96,72530077,17.4,64.0
Country B,2009,Developed,171,880,6.14,30.2,21674.82,90592194,15.8,77.0
Country D,2007,Developing,406,414,1.13,25.8,80529.61,36574930,14.1,59.9
Country C,2013,Developing,33,577,10.6,59.6,36088.31,68271833,13.6,66.8
Country B,2006,Developed,536,309,6.08,57.0,28792.98,22793321,1.1,64.3
Country C,2010,Developed,197,1,13.96,18.6,33715.01,73493298,15.0,74.1
Country C,2008,Developed,46,316,4.61,26.7,6682.08,66767599,12.8,80.3
Country A,2007,Developing,274,782,12.65,76.3,77325.78,36610426,6.0,59.0
Country C,2015,Developing,133,508,10.21,31.3,71530.21,82582133,16.4,68.0
Country C,2007,Developing,264,571,12.8,11.8,55291.61,58756902,16.6,65.1
Country C,2002,Developing,597,367,4.39,14.5,71622.69,25405025,18.6,55.0
Country C,2014,Developing,367,554,6.93,64.3,37344.66,3060993,8.4,55.3
Country A,2009,Developing,5,604,12.35,63.0,29572.14,74465482,11.0,65.1
Country A,2014,Developing,269,225,9.66,36.7,86236.98,64584075,18.1,63.5
Country C,2015,Developed,421,935,5.41,20.7,42274.33,20172124,6.3,69.8
Country B,2003,Developing,346,479,7.68,44.9,19631.42,15976724,15.9,63.3
Country D,2003,Developed,69,980,14.94,33.2,74916.94,9914328,19.8,83.9
Country B,2000,Developing,358,797,11.13,36.2,33620.39,29011205,13.0,61.8
Country C,2005,Developed,688,62,9.22,28.3,21224.54,63746172,19.7,69.5
Country A,2001,Developed,386,279,12.42,14.4,2770.07,57001339,10.3,71.7
Country C,2014,Developed,325,939,6.64,65.4,97061.65,61824065,3.1,69.2
Country C,2008,Developing,481,13,14.25,53.3,46755.57,81604702,3.5,52.0
Country A,2013,Developed,179,27,8.28,68.4,16217.7,37021343,14.6,76.0
Country B,2000,Developed,256,141,4.91,45.2,75793.23,66106095,0.0,73.7
Country D,2000,Developed,419,951,1.3,78.9,88770.73,62112458,13.2,73.4
Country C,2010,Developed,211,619,5.64,77.4,52820.4,79458372,3.0,70.0
Country A,2012,Developing,584,801,8.53,29.0,2884.53,8396380,19.7,56.0
Country D,2009,Developing,367,589,10.55,37.1,36546.04,94863313,3.3,54.5
Country D,2010,Developing,577,758,13.13,62.7,24348.01,36740518,11.0,55.1
Country D,2005,Developing,166,472,14.16,64.4,63657.93,38814816,13.4,65.3
Country A,2012,Developed,214,523,1.55,73.7,51909.84,80616740,16.4,79.0
Country C,2000,Developing,529,183,9.02,55.7,35605.9,80878705,9.2,55.2
Country A,2011,Developed,173,316,10.0,43.3,64868.09,22960846,18.7,81.6
Country C,2014,Developing,129,360,2.59,36.4,58463.71,4575001,9.6,62.0
Country B,2002,Developed,3,444,8.19,39.3,90653.69,96506491,5.0,76.8
Country D,2015,Developed,70,295,5.03,69.5,59700.46,28573955,11.9,79.6
Country C,2009,Developed,52,403,1.17,78.6,50795.8,47757941,13.2,80.3
Country B,2001,Developed,437,751,1.0,13.6,82375.82,48919347,10.1,71.3
Country A,2012,Developing,378,937,11.39,50.6,20281.85,26694127,14.7,60.7
Country D,2010,Developing,94,262,9.24,46.4,24394.28,29349230,8.4,65.6
Country C,2008,Developed,559,846,10.73,36.3,78368.13,60809196,0.1,61.9
Country D,2015,Developed,587,376,10.28,69.6,44262.91,70434536,5.3,66.1
Country D,2004,Developing,603,584,2.02,50.3,40953.12,13028694,18.9,58.1
Country D,2005,Developing,86,67,2.28,31.9,88713.44,37101011,15.3,65.2
Country A,2001,Developing,518,798,3.79,41.1,61030.4,25972445,3.8,53.7
Country D,2007,Developed,430,470,5.99,35.0,80300.77,24050105,1.3,66.1
Country C,2005,Developed,43,837,14.09,40.1,80993.4,4337874,7.0,79.0
Country A,2015,Developed,370,731,10.11,15.0,12046.66,56684881,16.7,78.5
Country B,2010,Developed,404,971,3.84,17.8,65387.55,14114289,2.1,68.8
Country C,2011,Developing,303,46,0.85,53.7,95254.01,50698457,10.9,59.0
Country A,2007,Developed,182,946,10.27,57.9,48028.71,42650017,5.5,75.1
Country C,2007,Developing,169,57,9.38,54.6,73231.63,58518312,14.5,63.1
Country C,2013,Developed,203,917,10.14,63.4,56694.95,42216611,0.0,69.5
Country B,2014,Developing,543,23,3.93,76.0,20524.36,25216379,5.5,52.6
Country A,2000,Developed,102,289,7.76,70.2,19559.6,79961490,13.6,81.3
Country D,2006,Developing,576,830,5.43,39.3,43411.62,39609732,10.9,54.1
Country C,2001,Developing,346,443,12.27,25.2,48324.91,97577449,15.6,62.0
Country C,2014,Developed,603,402,1.05,31.8,50338.09,26647730,3.2,69.2
Country C,2010,Developing,442,23,4.14,51.1,95502.33,27796672,10.6,58.9
Country C,2007,Developing,250,63,9.05,69.9,10070.44,253385,3.9,55.8
Country C,2011,Developing,183,766,3.09,59.1,38083.65,88851024,12.8,63.1
Country A,2001,Developed,302,659,10.09,48.0,51479.02,44689384,2.6,70.9
Country C,2003,Developed,280,627,2.06,52.1,96313.12,94064357,3.0,69.2
Country C,2001,Developed,89,609,0.35,47.0,50456.27,43695582,6.6,77.8
Country C,2012,Developed,425,238,12.95,78.0,77538.81,57063174,8.0,69.0
Country D,2006,Developing,285,282,5.01,67.1,74940.35,58885901,10.0,60.6
Country D,2004,Developing,671,441,2.36,64.7,56666.08,17813757,11.6,56.2
Country A,2012,Developed,130,299,2.6,46.2,13113.78,72873878,9.4,76.8
Country C,2010,Developing,248,92,13.29,33.2,21914.93,16699112,0.9,56.4
Country C,2015,Developed,652,576,9.82,11.4,24052.02,23752417,6.9,66.0
Country B,2012,Developed,189,374,14.35,13.0,3914.03,420063,1.2,70.0
Country D,2010,Developing,91,685,12.0,12.1,37952.84,10411071,2.4,57.9
Country B,2008,Developed,568,995,11.52,78.6,61070.85,63169945,1.9,65.3
Country C,2004,Developing,165,309,7.5,18.0,14469.42,44170635,3.2,58.6
Country C,2010,Developed,548,887,12.31,19.9,17544.85,44441828,16.3,71.9
Country B,2007,Developed,330,746,6.2,43.9,70713.28,69735561,12.6,76.6
Country A,2001,Developed,541,166,12.41,43.7,16966.88,83586530,10.1,70.2
Country A,2002,Developing,80,748,11.37,74.4,13576.79,36719856,14.6,70.1
Country B,2005,Developed,169,6,10.18,15.1,97785.3,50555989,19.2,79.4
Country C,2010,Developing,545,821,4.95,77.0,1522.79,14007099,8.4,52.5
Country B,2006,Developed,93,42,9.46,25.1,32574.55,19470187,7.3,79.7
Country D,2013,Developed,624,787,7.61,77.9,3541.92,89017014,19.6,75.7
Country A,2009,Developing,379,339,6.93,47.9,83812.92,21981478,15.4,58.4
Country B,2007,Developing,209,152,14.85,55.6,58374.39,96503915,15.5,62.8
Country A,2014,Developing,194,42,7.57,32.1,4842.79,57921644,12.0,61.8
Country D,2002,Developing,264,724,0.49,52.8,61555.45,94854739,10.1,62.6
Country C,2006,Developing,247,200,9.4,59.8,12353.48,3915411,11.0,60.3
Country C,2007,Developing,630,894,10.92,10.7,49598.47,3358223,13.0,53.6
Country C,2009,Developed,448,666,13.28,12.4,66957.82,21323531,7.5,69.3
Country A,2014,Developing,521,731,9.49,79.1,14893.28,9810466,15.6,57.6
Country D,2005,Developed,479,664,0.3,42.0,49730.19,35846824,18.2,75.2
Country B,2003,Developed,277,547,1.8,75.5,45768.22,46503609,11.4,78.9
Country C,2012,Developed,129,225,2.43,61.1,91579.26,66255195,7.6,79.1
Country A,2005,Developing,302,833,3.18,36.1,99570.35,71552006,13.9,58.7
Country C,2015,Developed,574,632,12.0,20.6,65464.72,52927569,3.6,64.9
Country D,2008,Developed,514,520,4.65,78.5,85493.17,42197242,19.4,74.5
Country B,2002,Developed,360,338,4.69,50.9,64705.85,36280391,13.2,73.5
Country C,2014,Developing,357,334,11.34,23.5,87634.81,76989073,1.4,55.6
Country D,2001,Developed,466,180,6.19,57.7,43355.54,34052064,10.6,73.7
Country A,2004,Developing,172,532,0.98,16.4,60818.59,54802437,15.0,63.1
Country D,2015,Developed,88,945,8.78,70.8,84524.69,52027137,5.6,76.1
Country A,2006,Developing,500,271,1.96,16.3,91812.67,11338602,1.0,52.3
Country C,2002,Developing,83,193,8.58,26.5,2517.04,20731016,9.8,65.4
Country C,2004,Developed,517,537,11.7,16.4,10440.07,83519769,16.7,72.0
Country D,2003,Developed,551,939,13.94,17.3,93120.65,7603078,5.0,67.4
Country A,2010,Developing,322,796,1.02,46.7,56872.45,54143574,14.3,59.3
Country D,2006,Developing,465,480,4.57,58.1,99019.7,40657595,8.2,56.9
Country D,2001,Developing,587,97,9.79,65.2,79273.67,99753131,1.2,47.4
Country C,2011,Developed,613,429,4.74,58.7,81823.11,4558137,6.1,66.0
Country C,2010,Developed,141,511,6.77,35.4,38642.94,7941885,6.3,74.4
Country C,2012,Developed,605,730,0.31,49.0,25791.26,40025510,18.1,70.0
Country D,2006,Developed,631,326,10.41,74.9,59846.0,27416861,19.6,71.0
Country D,2011,Developed,621,944,13.25,37.1,87909.26,12556442,4.2,64.0
Country B,2001,Developing,555,910,14.65,27.7,72583.57,4928824,8.6,55.7
Country B,2002,Developing,136,784,12.46,46.4,47243.91,44028128,19.5,66.1
Country D,2004,Developing,330,904,0.49,30.8,75332.39,25975915,8.1,57.6
Country B,2006,Developing,395,972,9.78,28.3,69055.24,59202784,7.0,54.3
Country D,2012,Developing,156,799,7.44,64.5,91309.49,40514316,2.2,59.8
Country C,2015,Developing,39,577,14.07,72.4,26392.54,25399726,15.1,68.9
Country A,2005,Developed,282,826,13.53,45.2,11975.18,4152794,8.9,75.4
Country C,2011,Developing,538,415,14.82,64.6,47031.61,40580134,12.8,54.9
Country D,2006,Developed,544,110,12.93,23.1,36140.03,87938842,10.2,67.9
Country C,2010,Developed,46,211,8.21,48.3,97487.37,58112367,3.5,74.0
Country D,2005,Developed,668,682,10.73,54.5,800.04,3434719,3.5,64.9
Country D,2012,Developed,244,850,14.47,44.3,93341.64,79857903,18.8,78.6
Country B,2011,Developing,547,877,8.68,18.2,95510.17,98581946,17.8,59.7
Country D,2000,Developing,450,986,12.6,61.4,5143.29,14423864,12.2,55.4
Country A,2014,Developed,278,995,14.13,68.7,88962.51,21822427,0.0,69.0
Country B,2004,Developed,406,570,8.56,54.5,47104.35,15027102,8.7,70.3
Country A,2011,Developing,46,29,2.4,21.8,76626.77,69332823,10.6,63.0
Country D,2000,Developing,520,266,2.34,15.2,7971.59,72225136,9.0,50.6
Country C,2006,Developing,271,975,1.74,31.1,95522.8,37899418,18.5,61.2
Country D,2003,Developed,556,886,7.15,12.6,60774.47,84179831,0.8,66.5
Country D,2004,Developing,238,665,7.21,68.7,89874.5,3020700,13.1,60.1
Country C,2000,Developing,167,349,9.26,59.2,67312.66,96688609,6.3,61.1
Country C,2007,Developed,376,513,7.25,49.5,53704.19,10132244,11.2,73.1
Country A,2014,Developed,588,929,14.6,72.3,17290.94,65727962,13.1,69.1
Country B,2003,Developing,669,680,4.38,17.7,17836.52,51081794,8.8,50.2
Country B,2002,Developed,201,213,13.11,60.0,47283.4,3232553,3.0,72.3
Country B,2000,Developed,232,250,1.51,20.3,87050.7,23401127,10.4,76.9
Country A,2003,Developed,446,542,9.03,14.3,11566.11,92058891,18.7,73.0
Country A,2002,Developed,418,318,9.73,19.3,99838.6,25687603,10.7,71.9
Country C,2007,Developed,154,182,11.59,76.6,87597.43,2493514,2.5,73.9
Country B,2008,Developing,368,884,7.55,40.8,39286.25,32072860,16.5,62.4
Country D,2011,Developing,87,188,2.97,13.4,25349.18,31752570,4.4,62.5
Country A,2004,Developing,530,724,5.54,50.9,92203.51,83744093,7.4,52.7
Country D,2008,Developing,54,126,4.09,24.0,12365.0,30835531,8.6,60.4
Country B,2000,Developing,42,803,6.29,10.5,34761.63,28861074,6.8,63.4
Country B,2006,Developed,349,295,7.95,63.1,8437.04,87555300,8.1,71.8
Country A,2010,Developing,230,22,9.38,20.8,95348.55,89889638,15.9,65.8
Country A,2013,Developing,694,921,12.68,76.0,61781.41,16389958,4.5,48.8
Country C,2006,Developed,436,529,13.65,51.5,33651.16,56509857,9.4,73.4
Country D,2005,Developing,141,78,6.94,16.1,27584.54,65069748,0.4,56.3
Country C,2003,Developing,288,545,1.34,25.2,44437.22,5876956,10.2,61.8
Country C,2012,Developing,322,469,11.96,52.8,9183.28,81324646,2.2,55.0
Country D,2010,Developing,594,923,7.16,33.7,88940.43,65659346,5.6,51.8
Country B,2008,Developed,442,618,8.2,47.3,51118.49,69789518,6.5,66.0
Country D,2013,Developed,167,304,8.94,66.0,72523.56,14708514,1.6,74.7
Country B,2002,Developed,566,447,10.02,65.5,23412.9,43450389,7.2,66.9
Country C,2010,Developed,463,198,13.35,58.9,50399.74,6368683,10.0,71.7
Country B,2014,Developing,456,190,14.28,72.0,21148.06,30620943,8.6,54.5
Country B,2010,Developing,73,231,14.1,24.0,81618.66,44628691,5.6,63.6
Country B,2000,Developing,683,573,12.14,22.4,77538.74,78401652,5.9,49.7
Country D,2014,Developing,270,553,13.34,66.0,14862.82,36760160,12.7,61.2
Country B,2001,Developing,219,23,0.75,32.5,7496.96,79366992,14.4,66.6
Country D,2002,Developing,648,674,12.74,45.9,82428.46,25945546,11.5,47.8
Country A,2001,Developing,547,460,1.09,62.1,11009.31,55706908,19.5,58.0
Country A,2005,Developed,658,182,11.2,37.7,54870.97,72858035,18.9,71.0
Country C,2012,Developed,183,432,2.55,19.1,53472.01,74081848,2.0,70.7
Country C,2014,Developed,78,844,5.41,57.6,20334.26,37295477,5.2,76.7
Country D,2013,Developed,308,606,2.77,67.2,59156.08,92288444,17.4,74.9
Country B,2006,Developed,328,954,6.66,10.9,50300.38,51803728,0.6,66.1
Country B,2004,Developed,421,82,6.18,49.4,50943.46,59899247,11.8,73.4
Country A,2004,Developed,236,92,0.73,42.9,36002.01,78525512,19.1,78.0
Country D,2006,Developing,589,277,12.46,28.2,83850.93,13541268,13.6,56.0
Country B,2005,Developing,462,616,12.81,21.3,8482.84,68828995,1.8,50.5
Country B,2011,Developing,585,84,11.81,23.2,43890.37,28398762,15.0,54.1
Country D,2007,Developing,539,572,12.72,60.7,26018.64,71425957,7.5,51.0
Country C,2008,Developed,38,207,11.27,47.5,84850.9,16550197,18.4,81.5
Country D,2001,Developed,426,669,14.06,78.7,22546.79,34079802,5.7,68.5
Country D,2011,Developed,598,580,8.65,27.0,76714.13,57746658,9.5,66.2
Country B,2001,Developed,434,443,8.74,77.0,61170.96,95103021,14.9,73.5
Country A,2014,Developing,359,773,12.9,46.1,87485.29,49073467,5.2,51.7
Country B,2000,Developing,31,852,5.25,20.2,59399.7,87902568,3.6,59.5
Country B,2006,Developing,205,745,0.76,20.4,55670.61,89570979,0.1,58.4
Country B,2010,Developing,181,369,11.25,52.6,80122.94,25489523,9.8,58.8
Country D,2014,Developed,40,650,3.83,68.2,56270.52,6559894,18.6,82.2
Country D,2013,Developed,423,791,7.12,62.3,84461.98,13677340,5.6,71.8
Country B,2003,Developing,157,475,3.61,55.9,4979.34,1566404,0.9,57.2
Country B,2014,Developing,168,503,12.41,22.0,49540.23,83952938,12.4,59.4
Country A,2008,Developing,670,846,14.37,17.6,81278.52,94650820,1.1,48.3
Country C,2005,Developing,642,230,0.83,10.0,84844.1,59214833,10.1,54.6
Country B,2011,Developing,82,877,3.51,17.1,83413.83,51023836,7.6,62.1
Country D,2006,Developing,668,359,2.85,63.6,60457.91,69861397,9.5,50.3
Country C,2012,Developed,687,562,10.1,72.7,99397.44,71746362,3.3,59.4
Country C,2006,Developed,600,750,6.44,26.8,18179.56,61952604,1.8,62.9
Country A,2007,Developing,102,18,6.85,65.6,17487.04,856352,15.0,63.0
Country C,2003,Developed,89,689,2.36,23.9,3330.63,2619251,4.9,75.7
Country B,2002,Developed,345,208,6.23,27.4,98934.25,63373318,16.0,77.8
Country B,2002,Developed,310,898,4.56,25.7,34834.65,27448425,15.2,74.4
Country D,2009,Developing,608,130,9.17,13.6,76217.32,53211864,4.0,51.2
Country B,2007,Developed,440,742,3.27,23.6,6018.05,30380392,18.2,71.8
Country B,2011,Developed,159,383,9.23,36.1,29903.88,48664576,3.2,72.9
Country A,2014,Developed,114,91,5.67,38.4,62403.54,87964183,15.9,76.7
Country C,2012,Developed,536,542,5.2,31.7,52501.77,78979445,8.4,68.8
Country A,2014,Developed,163,361,4.59,46.0,20814.44,43587099,3.7,75.8
Country C,2002,Developed,286,760,10.11,36.5,46186.21,88762673,18.8,77.8
Country A,2007,Developed,55,123,8.44,77.9,10922.76,13597056,19.3,83.9
Country D,2001,Developing,576,880,12.78,66.5,54293.21,36837962,10.2,52.6
Country A,2014,Developed,33,942,3.63,75.2,9739.3,47939114,9.4,79.7
Country A,2004,Developed,558,647,0.61,49.0,63611.75,83451875,18.0,74.5
Country D,2004,Developed,196,272,2.74,57.5,15577.99,57655993,11.9,77.0
Country B,2006,Developing,448,354,5.16,21.7,54731.23,2415710,5.3,52.6
Country B,2004,Developed,591,99,2.7,62.7,12955.61,90298777,8.5,68.0
Country D,2008,Developing,92,730,1.26,26.5,40101.01,73477323,16.7,70.1
Country D,2002,Developed,608,615,6.69,20.2,35215.56,79522568,17.2,72.1
Country A,2008,Developing,228,300,10.16,12.9,75653.25,75211991,18.8,62.3
Country D,2000,Developing,286,608,11.28,43.1,64134.11,45074296,5.8,61.0
Country D,2002,Developing,235,827,5.99,30.1,93712.03,20418477,13.6,60.5
Country C,2003,Developed,102,881,7.18,79.1,92194.97,27210385,1.4,72.1
Country C,2005,Developing,140,202,11.33,27.5,72513.35,47793286,14.5,66.5
Country B,2009,Developed,655,20,5.3,70.7,77070.04,29049432,11.3,66.7
Country D,2007,Developed,266,197,11.77,32.2,62510.0,77100570,5.0,73.2
Country A,2006,Developed,342,111,14.51,62.4,69181.74,21231043,13.1,75.6
Country B,2007,Developing,573,148,13.21,56.2,61741.38,78120459,2.7,50.8
Country B,2005,Developed,535,380,6.81,49.3,31210.91,31381492,6.7,70.5
Country B,2005,Developing,523,754,8.7,39.2,35101.42,25141730,8.0,53.0
Country D,2013,Developed,16,953,10.75,57.0,57494.65,34131137,15.5,82.5
Country D,2005,Developed,561,182,5.25,38.5,72031.68,37103322,6.2,65.0
Country A,2002,Developed,336,795,11.99,48.4,40641.6,49599159,1.0,70.3
Country A,2013,Developed,390,336,6.56,51.3,14309.65,47153094,3.6,69.4
Country B,2009,Developed,170,337,12.7,28.7,45968.75,29896436,12.2,80.2
Country D,2014,Developed,119,970,3.83,33.8,96320.62,64719724,0.3,73.5
Country A,2003,Developed,42,813,0.18,11.3,21447.98,23987699,15.8,85.5
Country C,2010,Developing,10,299,9.49,69.7,64924.46,14510542,18.0,68.5
Country C,2005,Developed,430,600,6.78,62.9,98255.05,96153250,9.9,71.8
Country B,2012,Developed,468,221,0.91,22.8,37654.96,74504972,14.2,72.9
Country C,2006,Developing,49,759,7.32,35.3,88793.97,96025899,9.3,62.3
Country B,2002,Developing,207,408,2.54,39.5,86407.67,90318417,6.2,55.0
Country D,2003,Developing,679,966,9.45,33.4,33937.54,61686674,3.3,48.5
Country B,2005,Developed,514,688,6.68,65.9,9896.81,21022532,10.4,66.7
Country B,2000,Developing,580,996,2.58,60.8,17894.99,96781087,18.6,58.6
Country D,2010,Developed,210,117,6.18,63.7,36606.63,27091244,17.8,82.0
Country A,2014,Developing,139,173,3.5,73.3,95915.47,27605234,18.4,66.3
Country A,2006,Developed,37,218,9.8,51.7,27481.29,79782597,19.3,84.7
Country A,2012,Developing,218,375,4.43,53.0,92690.13,42268016,3.3,58.1
Country A,2014,Developed,456,729,12.33,60.5,18177.4,89897048,2.9,69.2
Country B,2010,Developed,512,318,0.22,57.7,96982.75,89901315,8.6,68.9
Country A,2000,Developed,278,588,6.06,70.9,29395.77,46349053,13.8,73.9
Country C,2010,Developing,180,87,9.26,63.9,63327.57,1625837,8.8,57.3
Country C,2012,Developing,517,907,0.35,18.4,7015.64,37802753,17.8,57.9
Country A,2011,Developing,130,77,3.25,75.0,30001.43,81543287,14.3,61.3
Country C,2012,Developing,645,440,4.92,57.8,21110.51,42610906,12.7,53.5
Country C,2011,Developing,611,200,0.34,18.9,391.5,29351669,1.4,49.0
Country D,2012,Developed,672,575,8.2,64.0,15719.14,68723722,3.5,62.3
Country D,2009,Developing,659,414,9.47,35.1,59330.71,11160604,8.6,52.6
Country A,2010,Developed,359,3,3.42,66.4,39022.52,48709086,19.5,77.9
Country B,2015,Developed,627,949,8.16,76.9,72270.97,73197899,6.7,64.5
Country B,2014,Developed,4,82,14.99,27.9,67123.91,86427036,12.6,80.3
Country D,2010,Developed,599,704,13.3,70.0,79939.99,93795753,19.8,75.6
Country D,2008,Developing,558,988,0.89,64.1,86709.15,43224564,5.3,48.1
Country B,2009,Developing,83,492,1.93,57.0,81991.56,54908146,3.3,59.5
Country A,2008,Developing,154,5,7.42,36.9,44833.68,74789747,10.9,62.8
Country B,2010,Developing,506,704,3.69,17.7,30907.34,78395976,11.0,54.2
Country B,2008,Developing,509,728,1.22,43.9,50255.13,38108221,18.4,57.6
Country C,2003,Developing,623,346,3.83,17.4,53536.09,42845468,0.5,50.0
Country B,2001,Developed,629,533,0.93,45.0,31351.79,44152048,8.1,70.6
Country D,2006,Developing,97,656,7.95,67.4,54023.65,84821459,6.2,60.5
Country A,2012,Developed,282,954,7.36,79.8,10622.68,72448558,11.4,75.1
Country B,2003,Developed,600,796,0.1,23.9,23142.63,80934904,0.2,64.3
Country C,2013,Developed,599,450,7.24,24.6,74617.51,69572772,14.2,68.1
Country D,2004,Developed,538,144,7.8,66.8,18324.08,81459341,9.7,69.2
Country D,2000,Developing,429,1,9.09,42.8,13946.83,97729038,14.0,61.5
Country C,2010,Developing,543,287,14.55,74.1,28769.95,88084309,9.0,58.4
Country D,2011,Developed,126,917,14.74,63.8,37136.36,65343682,9.5,74.7
Country C,2009,Developing,301,870,7.91,61.5,32888.44,98872389,17.9,61.1
Country D,2012,Developed,543,224,12.68,17.1,37491.81,27414661,4.2,65.4
Country D,2005,Developed,367,953,1.29,12.5,14034.24,97745746,4.3,69.1
Country D,2011,Developed,45,436,7.97,32.2,16581.25,21558281,11.2,81.9
Country D,2014,Developed,493,213,10.19,25.2,23621.71,58437384,13.2,71.8
Country C,2006,Developing,316,942,8.48,59.9,40229.1,98631047,7.1,59.2
Country B,2002,Developed,189,899,3.47,41.6,33623.12,34755041,10.4,76.9
Country D,2009,Developing,52,165,0.95,46.6,79143.93,99683827,4.6,61.0
Country C,2001,Developed,564,372,5.81,67.0,52575.52,42091728,2.7,66.0
Country C,2012,Developing,332,652,9.72,43.5,57591.32,88582718,4.8,51.2
Country C,2011,Developing,499,828,14.88,48.1,56081.26,4148804,18.3,58.5
Country B,2011,Developing,318,506,3.56,69.0,39907.57,59541672,16.0,61.1
Country A,2015,Developed,410,982,13.77,40.2,98049.31,45355451,2.8,65.4
Country C,2009,Developed,323,575,1.03,15.8,3781.01,20350449,0.9,71.7
Country C,2006,Developing,591,332,13.97,46.5,21622.99,1242724,1.9,48.6
Country C,2015,Developing,561,211,12.49,50.6,28501.24,7810810,5.9,52.5
Country B,2000,Developed,230,288,0.32,45.8,88135.74,56184802,16.2,80.2
Country D,2001,Developing,344,609,4.48,28.1,91890.97,36188263,6.4,54.7
Country B,2002,Developing,371,165,0.77,25.7,84618.08,59065660,3.7,55.0
Country C,2003,Developing,556,125,14.93,35.9,41724.25,75607712,7.9,49.6
Country A,2014,Developed,292,156,6.42,21.6,91466.66,94417746,2.5,71.5
Country C,2004,Developed,437,761,9.94,56.6,9895.88,92353354,9.4,69.9
Country D,2015,Developed,247,572,3.52,53.0,65260.85,88220706,13.5,76.3
Country A,2003,Developed,219,31,14.01,54.3,93725.52,21152727,7.4,76.6
