Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000916,Male,No,3+,Not Graduate,No,46399,19056,453.0,300,0.0,Semiurban,N
LP000917,Male,Yes,1,Graduate,Yes,67842,4032,231.0,60,0.0,Rural,N
LP000918,Male,Yes,0,Graduate,Yes,76301,22377,200.0,120,0.0,Urban,N
LP000919,Male,No,1,Not Graduate,No,2944,26277,566.0,60,1.0,Urban,Y
LP000920,Female,No,2,Graduate,No,48278,7425,448.0,36,0.0,Semiurban,N
LP000921,Male,Yes,2,Not Graduate,Yes,68728,30773,277.0,120,1.0,Rural,Y
LP000922,Male,No,3+,Not Graduate,No,72578,12892,49.0,300,0.0,Rural,N
LP000923,Female,Yes,0,Not Graduate,Yes,4241,20230,659.0,360,1.0,Urban,Y
LP000924,Female,Yes,3+,Graduate,No,19768,20400,49.0,120,0.0,Semiurban,N
LP000925,Male,Yes,1,Not Graduate,No,31671,16679,339.0,60,0.0,Urban,N
LP000926,Male,No,3+,Not Graduate,Yes,35290,16309,183.0,60,0.0,Rural,N
LP000927,Male,Yes,3+,Graduate,Yes,10546,4483,441.0,300,0.0,Urban,N
LP000928,Male,Yes,2,Not Graduate,Yes,32007,31850,457.0,60,1.0,Semiurban,Y
LP000929,Female,Yes,3+,Not Graduate,No,35952,14113,331.0,360,0.0,Urban,N
LP000930,Male,Yes,1,Graduate,Yes,38492,34264,288.0,480,0.0,Rural,N
LP000931,Male,Yes,0,Not Graduate,Yes,71574,17951,102.0,12,0.0,Semiurban,Y
LP000932,Male,Yes,3+,Graduate,No,74974,22417,348.0,12,1.0,Semiurban,Y
LP000933,Male,Yes,0,Graduate,No,57476,31911,428.0,120,0.0,Semiurban,N
LP000934,Female,No,1,Not Graduate,Yes,70735,21834,213.0,84,0.0,Semiurban,N
LP000935,Male,Yes,3+,Not Graduate,No,26022,1975,576.0,60,0.0,Semiurban,N
LP000936,Female,Yes,0,Not Graduate,Yes,21365,4132,268.0,12,1.0,Urban,N
LP000937,Male,Yes,2,Not Graduate,No,5118,7398,688.0,240,1.0,Semiurban,Y
LP000938,Male,No,2,Not Graduate,No,41203,4278,691.0,12,1.0,Rural,N
LP000939,Male,No,1,Graduate,No,19300,7925,399.0,180,1.0,Semiurban,Y
LP000940,Female,Yes,3+,Graduate,No,817,13833,657.0,480,1.0,Rural,Y
LP000941,Female,Yes,1,Not Graduate,Yes,33432,4165,286.0,36,1.0,Rural,N
LP000942,Male,No,0,Not Graduate,No,37207,16847,489.0,84,0.0,Rural,N
LP000943,Female,Yes,0,Graduate,Yes,62523,32472,459.0,300,1.0,Rural,N
LP000944,Female,Yes,1,Not Graduate,No,33729,33697,299.0,60,0.0,Rural,N
LP000945,Male,Yes,0,Not Graduate,Yes,48486,7918,655.0,360,0.0,Urban,N
LP000946,Female,Yes,1,Not Graduate,Yes,22241,3911,113.0,120,0.0,Rural,N
LP000947,Female,No,1,Graduate,No,55151,22928,385.0,180,1.0,Rural,Y
LP000948,Female,Yes,2,Graduate,Yes,22606,4412,198.0,36,1.0,Rural,Y
LP000949,Female,No,0,Graduate,Yes,50822,33485,203.0,12,0.0,Urban,N
LP000950,Female,Yes,1,Graduate,Yes,5899,6365,584.0,120,0.0,Semiurban,N
LP000951,Male,No,2,Not Graduate,Yes,18012,17041,385.0,12,0.0,Rural,N
LP000952,Male,Yes,1,Not Graduate,Yes,48357,1212,691.0,84,1.0,Urban,Y
LP000953,Male,Yes,0,Not Graduate,Yes,25757,28397,26.0,300,0.0,Urban,N
LP000954,Female,No,2,Graduate,No,51440,6435,267.0,36,0.0,Urban,N
LP000955,Male,Yes,0,Not Graduate,Yes,61935,28628,380.0,180,0.0,Semiurban,N
LP000956,Female,No,3+,Graduate,Yes,68755,757,601.0,480,1.0,Urban,Y
LP000957,Male,No,3+,Not Graduate,Yes,49652,39670,68.0,120,1.0,Rural,Y
LP000958,Female,Yes,3+,Graduate,No,18839,5536,113.0,12,1.0,Rural,Y
LP000959,Female,Yes,3+,Not Graduate,No,54093,14271,434.0,300,1.0,Rural,Y
LP000960,Female,No,2,Not Graduate,No,34182,30757,269.0,120,1.0,Semiurban,Y
LP000961,Male,No,0,Not Graduate,Yes,63231,5572,54.0,360,0.0,Urban,N
LP000962,Female,No,1,Not Graduate,No,55690,25806,652.0,36,0.0,Rural,Y
LP000963,Male,Yes,1,Not Graduate,No,6884,27549,534.0,180,0.0,Rural,N
LP000964,Female,Yes,1,Not Graduate,No,30782,27834,485.0,240,1.0,Rural,Y
LP000965,Female,Yes,0,Not Graduate,Yes,80325,26588,275.0,12,0.0,Semiurban,N
LP000966,Male,No,2,Not Graduate,No,46764,5125,542.0,480,1.0,Rural,N
LP000967,Male,Yes,0,Not Graduate,No,52735,37861,114.0,84,1.0,Urban,Y
LP000968,Female,No,3+,Graduate,Yes,10649,21976,525.0,36,0.0,Urban,N
LP000969,Female,No,1,Graduate,Yes,66351,30299,404.0,240,0.0,Semiurban,N
LP000970,Female,No,0,Graduate,No,80552,14848,157.0,60,0.0,Semiurban,N
LP000971,Male,Yes,3+,Graduate,Yes,69343,31501,288.0,360,1.0,Semiurban,Y
LP000972,Female,Yes,3+,Graduate,No,48491,82,533.0,300,0.0,Urban,N
LP000973,Female,No,2,Graduate,Yes,62491,7966,34.0,480,0.0,Semiurban,N
LP000974,Female,No,1,Not Graduate,No,79638,20146,560.0,240,0.0,Semiurban,N
LP000975,Female,No,0,Not Graduate,Yes,30336,31054,290.0,300,1.0,Urban,Y
LP000976,Male,No,3+,Graduate,Yes,72589,17042,492.0,12,1.0,Rural,Y
LP000977,Male,Yes,3+,Graduate,Yes,50844,22629,72.0,480,0.0,Semiurban,N
LP000978,Male,Yes,1,Not Graduate,No,16365,13599,119.0,180,1.0,Rural,Y
LP000979,Male,No,0,Not Graduate,No,3070,11064,96.0,240,0.0,Rural,N
LP000980,Female,Yes,0,Not Graduate,No,33572,23524,644.0,240,1.0,Rural,Y
LP000981,Female,Yes,1,Not Graduate,Yes,6478,14895,430.0,360,0.0,Rural,N
LP000982,Male,Yes,3+,Graduate,Yes,59269,30586,666.0,240,1.0,Semiurban,Y
LP000983,Female,Yes,2,Graduate,No,27948,30248,448.0,240,1.0,Semiurban,N
LP000984,Female,No,1,Not Graduate,Yes,36729,11416,136.0,180,0.0,Semiurban,N
LP000985,Female,Yes,3+,Graduate,No,64396,29614,302.0,60,1.0,Urban,Y
LP000986,Male,No,2,Graduate,No,80123,8885,157.0,180,0.0,Urban,Y
LP000987,Male,Yes,1,Not Graduate,No,60704,4327,335.0,360,0.0,Rural,N
LP000988,Male,No,1,Not Graduate,Yes,48665,19640,148.0,480,0.0,Urban,N
LP000989,Female,No,3+,Not Graduate,No,6261,26428,130.0,60,1.0,Rural,Y
LP000990,Female,Yes,1,Not Graduate,No,11069,29059,531.0,60,1.0,Rural,Y
LP000991,Female,Yes,0,Graduate,No,56076,10871,392.0,240,0.0,Semiurban,N
LP000992,Male,Yes,0,Not Graduate,No,78061,863,291.0,240,0.0,Semiurban,N
LP000993,Male,Yes,2,Not Graduate,No,27767,25625,455.0,120,1.0,Urban,Y
LP000994,Male,No,1,Graduate,Yes,71049,7361,202.0,300,0.0,Semiurban,N
LP000995,Male,No,0,Not Graduate,Yes,62680,29208,601.0,300,0.0,Urban,N
LP000996,Female,Yes,3+,Not Graduate,No,76219,4806,627.0,36,0.0,Semiurban,N
LP000997,Female,No,3+,Graduate,No,3351,5383,214.0,180,0.0,Semiurban,N
LP000998,Male,No,3+,Not Graduate,No,7148,9686,647.0,120,1.0,Urban,Y
LP000999,Male,Yes,0,Not Graduate,No,26813,35104,554.0,84,0.0,Rural,N
LP001000,Female,Yes,1,Graduate,Yes,38249,16751,72.0,240,1.0,Urban,Y
LP001001,Female,No,1,Not Graduate,Yes,16824,16795,25.0,84,1.0,Semiurban,Y
LP001002,Male,Yes,1,Not Graduate,No,7110,16737,443.0,120,1.0,Rural,N
LP001003,Male,Yes,2,Graduate,Yes,38656,31139,113.0,300,1.0,Semiurban,Y
LP001004,Male,No,1,Graduate,Yes,69109,17722,448.0,120,0.0,Semiurban,N
LP001005,Female,No,0,Not Graduate,No,77044,16712,628.0,360,0.0,Semiurban,N
LP001006,Female,Yes,0,Not Graduate,No,3649,23400,696.0,480,0.0,Rural,N
LP001007,Female,No,1,Not Graduate,No,24707,11021,236.0,36,0.0,Semiurban,N
LP001008,Female,No,3+,Not Graduate,No,46004,1486,403.0,36,1.0,Urban,Y
LP001009,Female,Yes,2,Graduate,No,22102,7607,221.0,360,1.0,Urban,Y
LP001010,Male,No,2,Graduate,Yes,20973,32740,682.0,36,1.0,Urban,Y
LP001011,Male,Yes,0,Graduate,Yes,32851,20119,306.0,60,0.0,Rural,Y
LP001012,Male,Yes,2,Not Graduate,Yes,65586,17121,433.0,180,1.0,Urban,N
LP001013,Male,No,3+,Graduate,Yes,20524,5367,409.0,84,1.0,Semiurban,Y
LP001014,Male,No,1,Not Graduate,No,64691,3888,532.0,300,0.0,Rural,N
LP001015,Female,Yes,2,Not Graduate,Yes,42086,39660,588.0,300,1.0,Semiurban,Y
LP001016,Male,No,2,Graduate,No,60820,37611,561.0,36,1.0,Semiurban,Y
LP001017,Male,No,0,Graduate,Yes,26818,26370,406.0,36,0.0,Semiurban,N
LP001018,Male,Yes,3+,Graduate,No,1350,25878,268.0,60,1.0,Urban,Y
LP001019,Female,No,0,Not Graduate,Yes,18182,39059,134.0,36,1.0,Urban,Y
LP001020,Male,No,0,Graduate,Yes,65807,2668,234.0,120,1.0,Rural,Y
LP001021,Female,No,2,Not Graduate,Yes,70056,4238,341.0,12,1.0,Rural,Y
LP001022,Male,Yes,0,Graduate,No,64538,4166,338.0,240,1.0,Urban,Y
LP001023,Male,No,0,Not Graduate,No,3965,14240,273.0,300,0.0,Urban,N
LP001024,Female,Yes,2,Graduate,Yes,37325,31030,179.0,84,1.0,Semiurban,Y
LP001025,Male,No,2,Not Graduate,No,47671,637,9.0,240,1.0,Urban,N
LP001026,Male,No,2,Not Graduate,Yes,64398,20946,249.0,360,0.0,Semiurban,N
LP001027,Female,Yes,1,Graduate,Yes,17886,2641,592.0,240,0.0,Urban,N
LP001028,Male,No,3+,Not Graduate,No,66373,11138,609.0,36,1.0,Semiurban,Y
LP001029,Female,No,1,Graduate,No,27055,8962,28.0,36,0.0,Urban,Y
LP001030,Female,No,2,Not Graduate,Yes,13706,31075,323.0,480,1.0,Urban,Y
LP001031,Female,Yes,3+,Graduate,Yes,13594,29839,481.0,480,1.0,Rural,Y
LP001032,Female,Yes,0,Graduate,Yes,50157,5802,149.0,480,0.0,Rural,N
LP001033,Female,Yes,3+,Not Graduate,Yes,47924,7638,341.0,180,1.0,Semiurban,Y
LP001034,Male,No,2,Graduate,Yes,14253,36478,695.0,300,0.0,Rural,N
LP001035,Male,Yes,1,Not Graduate,Yes,171,26229,58.0,480,1.0,Rural,Y
LP001036,Male,No,3+,Not Graduate,Yes,16123,19621,614.0,480,0.0,Urban,N
LP001037,Female,No,0,Graduate,No,40235,22900,469.0,60,0.0,Semiurban,N
LP001038,Male,Yes,1,Graduate,No,18538,5989,688.0,12,1.0,Rural,Y
LP001039,Female,Yes,1,Not Graduate,No,6862,6507,399.0,12,0.0,Rural,N
LP001040,Male,No,1,Not Graduate,No,56115,5165,63.0,36,1.0,Urban,Y
LP001041,Female,Yes,1,Not Graduate,No,12294,3706,59.0,480,1.0,Urban,Y
LP001042,Female,Yes,0,Not Graduate,No,28612,31965,498.0,180,1.0,Urban,Y
LP001043,Male,No,2,Not Graduate,No,33887,30611,340.0,36,1.0,Semiurban,Y
LP001044,Male,No,0,Graduate,Yes,69464,4114,278.0,180,0.0,Urban,Y
LP001045,Male,No,2,Graduate,Yes,30834,2317,370.0,12,1.0,Semiurban,Y
LP001046,Female,Yes,2,Not Graduate,No,8686,37440,153.0,360,0.0,Urban,N
LP001047,Male,No,3+,Not Graduate,Yes,3481,28378,597.0,240,0.0,Rural,N
LP001048,Female,Yes,0,Not Graduate,No,69981,14323,137.0,12,1.0,Semiurban,Y
LP001049,Male,No,2,Graduate,No,55450,25244,383.0,360,1.0,Urban,Y
LP001050,Female,Yes,0,Graduate,No,55168,14750,513.0,360,1.0,Urban,Y
LP001051,Female,Yes,0,Graduate,No,80759,3814,631.0,480,1.0,Rural,Y
LP001052,Male,No,2,Not Graduate,Yes,49841,20403,9.0,180,0.0,Rural,N
LP001053,Male,Yes,2,Graduate,No,54573,37483,375.0,36,0.0,Rural,N
LP001054,Male,Yes,1,Graduate,No,48149,39414,546.0,36,0.0,Urban,N
LP001055,Female,Yes,3+,Graduate,No,10635,28433,636.0,300,1.0,Rural,Y
LP001056,Female,No,2,Graduate,Yes,13415,10091,503.0,360,1.0,Rural,Y
LP001057,Male,Yes,2,Not Graduate,Yes,67174,29673,182.0,84,1.0,Semiurban,Y
LP001058,Male,No,2,Not Graduate,No,33203,18615,533.0,36,0.0,Semiurban,N
LP001059,Male,No,3+,Graduate,Yes,5883,8632,42.0,120,1.0,Semiurban,N
LP001060,Female,Yes,0,Graduate,No,55784,16964,326.0,240,0.0,Urban,N
LP001061,Female,Yes,1,Not Graduate,Yes,50539,33143,593.0,84,1.0,Semiurban,Y
LP001062,Male,No,1,Not Graduate,No,7076,22465,571.0,360,0.0,Urban,N
LP001063,Male,No,0,Graduate,No,43916,38345,219.0,84,1.0,Rural,Y
LP001064,Female,Yes,3+,Graduate,No,1713,3801,561.0,300,1.0,Urban,N
LP001065,Female,No,3+,Graduate,Yes,79577,15447,319.0,60,0.0,Urban,N
LP001066,Male,No,2,Not Graduate,Yes,25082,6489,102.0,180,0.0,Rural,N
LP001067,Male,No,3+,Graduate,No,74348,26383,197.0,180,0.0,Semiurban,N
LP001068,Male,Yes,3+,Not Graduate,Yes,15736,33496,655.0,60,0.0,Semiurban,N
LP001069,Female,Yes,2,Graduate,Yes,14176,30565,522.0,36,0.0,Semiurban,N
LP001070,Male,No,0,Graduate,No,35538,4275,212.0,180,0.0,Rural,Y
LP001071,Female,Yes,1,Not Graduate,No,11604,35191,499.0,240,0.0,Urban,Y
LP001072,Male,Yes,0,Graduate,Yes,75019,39401,676.0,240,0.0,Rural,Y
LP001073,Male,No,0,Graduate,No,37321,2247,62.0,480,0.0,Rural,Y
LP001074,Male,No,2,Graduate,Yes,21193,27319,484.0,12,0.0,Rural,N
LP001075,Male,Yes,0,Graduate,No,17572,11048,102.0,180,0.0,Rural,N
LP001076,Male,Yes,3+,Graduate,No,23101,26335,322.0,360,1.0,Urban,Y
LP001077,Male,Yes,0,Not Graduate,No,28593,5574,581.0,360,0.0,Semiurban,N
LP001078,Female,Yes,0,Graduate,No,11892,29663,368.0,36,0.0,Semiurban,N
LP001079,Female,Yes,2,Not Graduate,No,29941,38761,176.0,84,0.0,Rural,N
LP001080,Male,Yes,2,Not Graduate,No,57415,21943,406.0,180,0.0,Urban,N
LP001081,Female,Yes,1,Not Graduate,No,26027,1912,545.0,84,0.0,Rural,N
LP001082,Female,No,3+,Not Graduate,No,40330,28248,402.0,360,1.0,Urban,Y
LP001083,Female,Yes,3+,Graduate,Yes,12253,31218,364.0,36,1.0,Rural,Y
LP001084,Female,Yes,1,Not Graduate,Yes,69153,9886,56.0,480,0.0,Semiurban,N
LP001085,Male,Yes,1,Not Graduate,Yes,1644,37299,440.0,180,0.0,Semiurban,N
LP001086,Male,Yes,2,Not Graduate,Yes,37051,34505,61.0,12,0.0,Rural,N
LP001087,Male,No,1,Not Graduate,Yes,69389,38465,249.0,360,0.0,Semiurban,N
LP001088,Male,No,0,Not Graduate,Yes,48417,32813,403.0,12,1.0,Rural,Y
LP001089,Male,No,1,Not Graduate,Yes,49484,39787,35.0,300,0.0,Urban,N
LP001090,Female,Yes,0,Not Graduate,Yes,34154,38659,67.0,360,1.0,Urban,Y
LP001091,Female,Yes,1,Graduate,Yes,12577,1941,194.0,12,1.0,Urban,Y
LP001092,Male,No,2,Graduate,No,41730,22444,149.0,12,1.0,Urban,Y
LP001093,Male,No,3+,Graduate,Yes,48756,28915,65.0,480,1.0,Rural,Y
LP001094,Male,Yes,0,Not Graduate,Yes,59038,30968,458.0,240,0.0,Semiurban,N
LP001095,Male,Yes,3+,Graduate,No,65920,24158,114.0,480,1.0,Urban,Y
LP001096,Female,Yes,0,Not Graduate,Yes,222,25961,288.0,120,0.0,Semiurban,N
LP001097,Female,No,3+,Graduate,No,22301,28630,476.0,60,1.0,Rural,Y
LP001098,Female,Yes,2,Graduate,No,67475,3919,441.0,360,0.0,Semiurban,N
LP001099,Female,No,0,Graduate,Yes,58121,26312,688.0,36,0.0,Semiurban,N
LP001100,Male,No,1,Graduate,Yes,36941,27442,348.0,180,1.0,Semiurban,Y
LP001101,Male,No,2,Not Graduate,No,60160,38826,522.0,84,1.0,Rural,Y
LP001102,Male,Yes,3+,Graduate,Yes,77690,14981,407.0,120,1.0,Rural,Y
LP001103,Female,Yes,0,Not Graduate,Yes,10681,36606,190.0,36,1.0,Rural,Y
LP001104,Male,No,2,Graduate,Yes,31498,11011,310.0,12,0.0,Semiurban,Y
LP001105,Male,No,3+,Graduate,Yes,77237,15819,191.0,360,1.0,Urban,Y
LP001106,Male,No,0,Not Graduate,No,35178,21943,518.0,60,1.0,Urban,Y
LP001107,Female,Yes,0,Not Graduate,No,37180,35418,103.0,180,0.0,Semiurban,N
LP001108,Male,Yes,2,Not Graduate,Yes,31942,8431,422.0,360,0.0,Urban,N
LP001109,Female,Yes,3+,Not Graduate,Yes,7538,36022,164.0,12,0.0,Urban,N
LP001110,Female,No,3+,Not Graduate,Yes,55847,31029,105.0,120,0.0,Semiurban,N
LP001111,Female,Yes,0,Graduate,No,40374,39170,377.0,84,0.0,Rural,N
LP001112,Male,Yes,3+,Not Graduate,Yes,47109,24011,246.0,60,1.0,Urban,Y
LP001113,Male,Yes,1,Not Graduate,Yes,25694,12061,21.0,36,1.0,Rural,N
LP001114,Male,Yes,1,Not Graduate,No,41288,4392,309.0,60,1.0,Urban,Y
LP001115,Female,No,0,Not Graduate,No,22848,32105,190.0,12,0.0,Semiurban,N
LP001116,Female,Yes,3+,Not Graduate,Yes,67737,9621,163.0,12,1.0,Semiurban,N
LP001117,Male,Yes,0,Not Graduate,No,57688,8718,399.0,300,1.0,Rural,Y
LP001118,Female,No,1,Graduate,Yes,47197,22235,185.0,120,1.0,Rural,N
LP001119,Female,No,0,Not Graduate,No,76695,34576,591.0,36,0.0,Rural,N
LP001120,Male,Yes,0,Not Graduate,No,3778,8175,604.0,60,0.0,Rural,Y
LP001121,Male,Yes,2,Graduate,No,40552,9240,612.0,36,1.0,Semiurban,Y
LP001122,Female,No,2,Graduate,No,42341,20778,77.0,480,1.0,Semiurban,N
LP001123,Male,No,1,Graduate,No,34877,31935,316.0,36,1.0,Semiurban,Y
LP001124,Male,Yes,3+,Graduate,No,34444,37436,684.0,84,1.0,Rural,Y
LP001125,Female,Yes,1,Graduate,Yes,24373,22264,699.0,84,0.0,Semiurban,N
LP001126,Female,Yes,3+,Graduate,Yes,27798,11230,553.0,240,0.0,Semiurban,N
LP001127,Female,No,3+,Not Graduate,No,72615,2239,61.0,36,0.0,Urban,Y
LP001128,Male,No,2,Graduate,No,64124,25627,224.0,360,0.0,Urban,N
LP001129,Male,Yes,2,Not Graduate,Yes,3669,30075,46.0,240,0.0,Urban,N
LP001130,Female,Yes,1,Graduate,Yes,22430,16812,436.0,84,1.0,Rural,Y
LP001131,Female,No,1,Graduate,No,55768,18515,269.0,240,0.0,Rural,Y
LP001132,Male,No,1,Graduate,No,46989,25073,382.0,480,0.0,Semiurban,N
LP001133,Female,No,2,Not Graduate,Yes,45229,14484,39.0,12,1.0,Semiurban,Y
LP001134,Male,No,2,Graduate,No,526,3866,401.0,240,0.0,Rural,N
LP001135,Female,Yes,0,Graduate,Yes,928,850,433.0,180,1.0,Urban,Y
LP001136,Male,Yes,1,Graduate,No,36261,25634,13.0,360,0.0,Semiurban,N
LP001137,Male,No,0,Graduate,No,80114,34912,699.0,300,0.0,Urban,N
LP001138,Male,No,3+,Graduate,No,22526,6550,62.0,36,0.0,Semiurban,Y
LP001139,Male,No,1,Graduate,No,3745,23487,512.0,60,1.0,Urban,Y
LP001140,Female,No,2,Not Graduate,Yes,79747,10764,516.0,60,1.0,Semiurban,Y
LP001141,Female,Yes,1,Graduate,Yes,80142,26357,461.0,180,1.0,Urban,Y
LP001142,Male,No,1,Graduate,Yes,19033,29597,208.0,36,0.0,Urban,Y
LP001143,Male,Yes,2,Graduate,Yes,78873,32713,281.0,36,1.0,Rural,Y
LP001144,Male,Yes,2,Graduate,Yes,73175,24979,234.0,84,1.0,Semiurban,Y
LP001145,Female,Yes,3+,Graduate,Yes,52301,29445,479.0,12,0.0,Urban,N
LP001146,Female,Yes,1,Not Graduate,No,32327,5342,26.0,12,0.0,Rural,N
LP001147,Female,Yes,1,Graduate,No,72430,8594,637.0,12,0.0,Semiurban,N
LP001148,Female,No,1,Not Graduate,Yes,74487,31170,18.0,120,0.0,Rural,N
LP001149,Male,Yes,1,Not Graduate,No,59670,36425,47.0,360,1.0,Urban,Y
LP001150,Female,No,3+,Graduate,Yes,76378,32951,49.0,84,1.0,Semiurban,N
LP001151,Male,No,1,Graduate,Yes,58300,28215,628.0,300,1.0,Urban,Y
LP001152,Female,Yes,3+,Graduate,No,46836,15745,52.0,240,0.0,Urban,N
LP001153,Female,No,3+,Not Graduate,Yes,55097,1516,205.0,180,0.0,Rural,N
LP001154,Female,No,2,Not Graduate,No,31376,36924,307.0,360,0.0,Urban,Y
LP001155,Female,No,1,Graduate,Yes,63576,5085,217.0,480,1.0,Semiurban,Y
LP001156,Female,Yes,2,Graduate,Yes,40402,3693,467.0,12,1.0,Rural,N
LP001157,Male,Yes,3+,Not Graduate,Yes,15973,12433,696.0,240,1.0,Urban,Y
LP001158,Male,Yes,0,Not Graduate,No,26077,26125,244.0,360,1.0,Urban,Y
LP001159,Male,No,0,Not Graduate,No,65794,12470,523.0,480,0.0,Urban,Y
LP001160,Female,No,1,Graduate,No,25251,12946,368.0,36,0.0,Rural,Y
LP001161,Female,No,0,Graduate,No,67184,35559,391.0,84,0.0,Semiurban,N
LP001162,Male,No,2,Graduate,Yes,47926,995,435.0,120,1.0,Rural,Y
LP001163,Female,Yes,0,Not Graduate,No,50969,2856,352.0,120,1.0,Urban,Y
LP001164,Female,Yes,0,Graduate,No,52486,39841,262.0,240,1.0,Rural,N
LP001165,Male,Yes,3+,Graduate,No,58099,6179,556.0,480,1.0,Urban,Y
LP001166,Female,No,2,Not Graduate,No,59118,27412,515.0,300,0.0,Rural,N
LP001167,Female,No,1,Graduate,Yes,48923,25640,526.0,360,0.0,Urban,N
LP001168,Male,No,2,Not Graduate,No,73114,27006,338.0,120,1.0,Rural,Y
LP001169,Female,No,2,Graduate,Yes,53704,24744,496.0,36,1.0,Urban,Y
LP001170,Female,Yes,1,Graduate,No,29731,32938,490.0,36,1.0,Urban,Y
LP001171,Male,No,2,Graduate,No,17902,33506,480.0,120,0.0,Rural,Y
LP001172,Male,Yes,3+,Graduate,No,24636,14933,540.0,120,1.0,Rural,Y
LP001173,Female,Yes,1,Graduate,No,80553,17701,445.0,120,1.0,Urban,Y
LP001174,Male,No,3+,Graduate,No,53935,34055,430.0,180,1.0,Semiurban,Y
LP001175,Female,Yes,2,Graduate,No,53040,6081,170.0,300,1.0,Urban,Y
LP001176,Female,Yes,0,Not Graduate,No,25653,4036,442.0,120,0.0,Urban,Y
LP001177,Female,No,1,Not Graduate,No,69311,4536,567.0,60,0.0,Semiurban,N
LP001178,Female,Yes,1,Graduate,No,21734,29033,24.0,360,0.0,Urban,Y
LP001179,Male,No,0,Not Graduate,Yes,52038,20587,628.0,84,0.0,Rural,N
LP001180,Male,No,0,Not Graduate,No,41814,5334,697.0,300,0.0,Rural,Y
LP001181,Male,Yes,1,Graduate,No,57776,24308,73.0,360,1.0,Semiurban,Y
LP001182,Male,No,0,Not Graduate,No,12171,19585,583.0,240,1.0,Urban,Y
LP001183,Female,Yes,3+,Graduate,Yes,11448,32681,81.0,60,1.0,Rural,Y
LP001184,Male,Yes,2,Graduate,Yes,23995,8767,212.0,480,1.0,Urban,Y
LP001185,Female,Yes,3+,Not Graduate,No,60347,28082,262.0,180,1.0,Semiurban,Y
LP001186,Female,Yes,2,Graduate,No,74047,34660,580.0,240,1.0,Rural,N
LP001187,Female,Yes,2,Not Graduate,Yes,45126,5481,621.0,240,0.0,Semiurban,N
LP001188,Female,Yes,0,Not Graduate,Yes,72836,6720,537.0,300,1.0,Urban,Y
LP001189,Female,No,0,Not Graduate,No,42702,3648,203.0,480,1.0,Urban,Y
LP001190,Male,Yes,3+,Not Graduate,Yes,46073,13685,259.0,120,0.0,Urban,N
LP001191,Female,Yes,0,Not Graduate,No,41675,31611,558.0,120,0.0,Semiurban,N
LP001192,Male,No,3+,Not Graduate,Yes,42527,19125,293.0,36,0.0,Rural,N
LP001193,Female,No,1,Not Graduate,No,40273,23536,551.0,36,1.0,Semiurban,Y
LP001194,Female,Yes,3+,Not Graduate,No,47117,5227,491.0,84,1.0,Rural,Y
LP001195,Female,No,2,Graduate,No,10987,14758,318.0,240,0.0,Urban,N
LP001196,Female,Yes,1,Graduate,No,19669,5511,189.0,300,0.0,Urban,N
LP001197,Female,No,3+,Not Graduate,No,23457,28270,661.0,60,0.0,Semiurban,N
LP001198,Male,No,3+,Not Graduate,Yes,19790,18681,253.0,12,0.0,Rural,Y
LP001199,Female,No,1,Not Graduate,No,24046,27440,449.0,84,1.0,Urban,Y
LP001200,Male,Yes,1,Graduate,Yes,63151,26275,283.0,180,0.0,Urban,N
LP001201,Male,No,2,Not Graduate,Yes,56765,19718,232.0,180,0.0,Semiurban,N
LP001202,Male,No,2,Not Graduate,Yes,11782,18446,375.0,360,1.0,Semiurban,Y
LP001203,Male,Yes,2,Not Graduate,Yes,21366,14676,547.0,240,1.0,Rural,Y
LP001204,Male,Yes,0,Not Graduate,No,10274,25240,258.0,360,0.0,Urban,Y
LP001205,Female,No,2,Not Graduate,Yes,27887,34232,21.0,480,1.0,Rural,Y
LP001206,Female,No,0,Not Graduate,Yes,30285,12837,316.0,120,1.0,Rural,Y
LP001207,Female,No,3+,Not Graduate,Yes,68262,10276,618.0,120,0.0,Rural,N
LP001208,Female,Yes,3+,Graduate,No,34989,36473,200.0,120,0.0,Semiurban,N
LP001209,Male,Yes,3+,Not Graduate,No,19663,14095,27.0,120,1.0,Rural,N
LP001210,Female,No,0,Graduate,Yes,44159,6912,347.0,84,0.0,Rural,Y
LP001211,Female,Yes,3+,Not Graduate,Yes,4434,435,587.0,180,0.0,Rural,N
LP001212,Female,No,3+,Graduate,No,36453,4396,34.0,12,1.0,Semiurban,Y
LP001213,Male,No,0,Not Graduate,Yes,39283,16013,14.0,36,1.0,Semiurban,Y
LP001214,Male,Yes,2,Graduate,No,15448,18081,149.0,360,1.0,Urban,Y
LP001215,Male,Yes,2,Graduate,Yes,502,24478,35.0,180,1.0,Semiurban,N
LP001216,Male,Yes,2,Not Graduate,Yes,3272,7122,113.0,180,1.0,Semiurban,Y
LP001217,Male,Yes,2,Graduate,No,5357,12203,530.0,480,0.0,Rural,N
LP001218,Female,No,1,Not Graduate,No,31091,9238,287.0,84,1.0,Urban,Y
LP001219,Male,No,3+,Not Graduate,Yes,47741,34186,311.0,120,0.0,Semiurban,Y
LP001220,Female,Yes,2,Not Graduate,No,18565,14768,20.0,360,0.0,Urban,N
LP001221,Female,No,2,Graduate,Yes,38743,11213,676.0,36,0.0,Rural,N
